iter	RMSE
339	1.95531111
340	1.954910063
341	1.954638889
342	1.954234689
343	1.953879605
344	1.953630803
345	1.953276396
346	1.95306985
347	1.952631231
348	1.952250674
349	1.951900412
350	1.95160277
351	1.951274804
352	1.950930944
353	1.950646845
354	1.950473275
355	1.950092561
356	1.949767561
357	1.949490991
358	1.949185161
359	1.948655097
360	1.948410018
361	1.94807458
362	1.947740901
363	1.947534808
364	1.947140902
365	1.94698875
366	1.94668405
367	1.946395649
368	1.946085658
369	1.945824712
370	1.945569744
371	1.945241608
372	1.94498335
373	1.944705337
374	1.944459837
375	1.944195821
376	1.943847103
377	1.943545077
378	1.943192116
379	1.942867451
380	1.942548168
381	1.942260651
382	1.941958567
383	1.941725681
384	1.941539339
385	1.941243799
386	1.940875625
387	1.940591541
388	1.940135045
389	1.939817121
390	1.939674043
391	1.939424496
392	1.939190726
393	1.938861711
394	1.938520378
395	1.938241307
396	1.937852713
397	1.93754005
398	1.937266245
399	1.937106179
400	1.936920128
401	1.936659171
402	1.936365916
403	1.936153495
404	1.935844393
405	1.935606066
406	1.935330778
407	1.934960319
408	1.934662377
409	1.934379124
410	1.934134653
411	1.933790739
412	1.933515493
413	1.933042329
414	1.932613606
415	1.932259609
416	1.932026573
417	1.931769569
418	1.931459464
419	1.931054335
420	1.930792027
421	1.930487335
422	1.930129648
423	1.929853125
424	1.92951737
425	1.929114452
426	1.928666797
427	1.928424492
428	1.928037724
429	1.92764234
430	1.927289391
431	1.92703294
432	1.926790296
433	1.926503821
434	1.92618475
435	1.92598756
436	1.925649214
437	1.925484428
438	1.925113401
439	1.92482485
440	1.924548772
441	1.924224779
442	1.924021984
443	1.9237885
444	1.923473019
445	1.923254665
446	1.923028309
447	1.922773161
448	1.922462078
449	1.922181982
450	1.921954333
451	1.921649295
452	1.921493274
453	1.921207045
454	1.920928429
455	1.920673516
456	1.920435632
457	1.920057325
458	1.919853089
459	1.919578417
460	1.91933695
461	1.919112941
462	1.918727669
463	1.918449149
464	1.918000815
465	1.917724816
466	1.917472152
467	1.917193729
468	1.916990848
469	1.916756527
470	1.916546735
471	1.916317983
472	1.916026627
473	1.915744356
474	1.915551498
475	1.915340385
476	1.915117964
477	1.91491438
478	1.91454198
479	1.914254046
480	1.913981683
481	1.913851756
482	1.913552751
483	1.91325446
484	1.912978554
485	1.912794221
486	1.91254323
487	1.912288734
488	1.912014917
489	1.911747971
490	1.911420388
491	1.91122572
492	1.910975783
493	1.910732028
494	1.910495367
495	1.910303118
496	1.910051758
497	1.909845368
498	1.909594674
499	1.909408463
500	1.909118889
501	1.90896631
502	1.908693079
503	1.908489582
504	1.908289214
505	1.907961471
506	1.907466959
507	1.907175211
508	1.906942222
509	1.906743035
510	1.906452085
511	1.906230324
512	1.9059038
513	1.905769508
514	1.905581708
515	1.905394043
516	1.905175383
517	1.90489893
518	1.904686961
519	1.904286373
520	1.904002487
521	1.903825258
522	1.903665906
523	1.903469916
524	1.903162522
525	1.902976903
526	1.90274891
527	1.9025414
528	1.902330484
529	1.90200956
530	1.901683616
531	1.901363607
532	1.901157924
533	1.900783758
534	1.900517047
535	1.900238975
536	1.899840157
537	1.899507949
538	1.899318616
539	1.899019692
540	1.898771613
541	1.898548723
542	1.898166557
543	1.897868569
544	1.897740581
545	1.897506132
546	1.897248225
547	1.897064225
548	1.896880801
549	1.89664195
550	1.896401472
551	1.896087983
552	1.895902558
553	1.895597939
554	1.895349332
555	1.895027251
556	1.894716737
557	1.894529473
558	1.894296313
559	1.894101076
560	1.893821989
561	1.893478686
562	1.893307702
563	1.893048647
564	1.892823316
565	1.892499844
566	1.892321899
567	1.892069159
568	1.891914494
569	1.891649634
570	1.891455796
571	1.891221598
572	1.890991306
573	1.890759183
574	1.890502719
575	1.890184805
576	1.889906914
577	1.889675615
578	1.889361257
579	1.889070059
580	1.888781429
581	1.888598842
582	1.888367146
583	1.888164883
584	1.887957955
585	1.887622475
586	1.887389036
587	1.887214048
588	1.886959739
589	1.886758657
590	1.886506974
591	1.886301867
592	1.886020668
593	1.88581374
594	1.885621766
595	1.885376289
596	1.885164081
597	1.884960636
598	1.884742511
599	1.884518125
600	1.884344466
601	1.884130494
602	1.883873501
603	1.883512669
604	1.88316429
605	1.882904402
606	1.882743511
607	1.882441825
608	1.882217038
609	1.882012061
610	1.881758612
611	1.881532571
612	1.881264765
613	1.881069112
614	1.880845989
615	1.880609512
616	1.880274862
617	1.880062714
618	1.879826171
619	1.879593347
620	1.879489344
621	1.879248136
622	1.87892766
623	1.87868176
624	1.878545059
625	1.878311205
626	1.877984357
627	1.877758325
628	1.877479305
629	1.877230527
630	1.877028219
631	1.876801695
632	1.876510469
633	1.876351415
634	1.876053098
635	1.875810312
636	1.875581064
637	1.875340033
638	1.8750623
639	1.874837247
640	1.874743981
641	1.874527576
642	1.874259397
643	1.873955263
644	1.873704419
645	1.873397789
646	1.873243254
647	1.872993439
648	1.872753207
649	1.872474291
650	1.872253044
651	1.872028396
652	1.871794229
653	1.87160682
654	1.871437735
655	1.87121567
656	1.870945944
657	1.870716629
658	1.870424679
659	1.870092849
660	1.869887476
661	1.869691349
662	1.869495534
663	1.86932076
664	1.869165325
665	1.868951183
666	1.868722843
667	1.868578812
668	1.868346835
669	1.868024422
670	1.867858263
671	1.867637136
672	1.867407761
673	1.867219953
674	1.867017988
675	1.866765259
676	1.866571781
677	1.866319897
678	1.866060668
679	1.865943802
680	1.865761315
681	1.865543187
682	1.86528136
683	1.865082097
684	1.864826987
685	1.8646288
686	1.864457601
687	1.864154544
688	1.863974475
689	1.863805337
690	1.863647683
691	1.863442259
692	1.863255608
693	1.863058144
694	1.862840513
695	1.86253048
696	1.8623801
697	1.862158998
698	1.861939901
699	1.861710616
700	1.861456348
701	1.861187863
702	1.861034107
703	1.86084877
704	1.860680459
705	1.860439157
706	1.860166261
707	1.860012359
708	1.859748219
709	1.85946374
710	1.859262188
711	1.859050149
712	1.85892833
713	1.858706511
714	1.858497157
715	1.858265056
716	1.858144784
717	1.857934442
718	1.857705222
719	1.8574865
720	1.857272885
721	1.857090842
722	1.856820982
723	1.856643189
724	1.856301047
725	1.856089322
726	1.855901308
727	1.855641472
728	1.855446314
729	1.855249904
730	1.855074912
731	1.854792657
732	1.854534724
733	1.854347546
734	1.854082205
735	1.853819462
736	1.853620139
737	1.853352113
738	1.853105675
739	1.852912874
740	1.85268027
741	1.85241555
742	1.852148304
743	1.851967012
744	1.851793871
745	1.851611397
746	1.851460308
747	1.851346885
748	1.851046622
749	1.850812974
750	1.850586886
751	1.850355556
752	1.850154505
753	1.849983166
754	1.849800248
755	1.849609347
756	1.84939886
757	1.849118892
758	1.84880736
759	1.848571506
760	1.848347043
761	1.848227186
762	1.847986744
763	1.847886873
764	1.847683077
765	1.847492406
766	1.847314932
767	1.84708939
768	1.846837355
769	1.846664315
770	1.846486647
771	1.846355432
772	1.846221434
773	1.845981795
774	1.845831094
775	1.84563487
776	1.845345151
777	1.845123633
778	1.844997274
779	1.844822135
780	1.844601696
781	1.844422591
782	1.844246198
783	1.844049464
784	1.84389643
785	1.843651619
786	1.843466585
787	1.843272227
788	1.843092263
789	1.842789578
790	1.842551083
791	1.842337998
792	1.842148374
793	1.841976375
794	1.841788098
795	1.84156912
796	1.841275425
797	1.841072295
798	1.840888311
799	1.840652705
800	1.840364468
801	1.840197627
802	1.840076246
803	1.839776173
804	1.839638544
805	1.839399304
806	1.839156931
807	1.838838959
808	1.838663809
809	1.838427646
810	1.838194203
811	1.838008415
812	1.837849322
813	1.837652571
814	1.837420099
815	1.837242268
816	1.837053923
817	1.836802743
818	1.836590622
819	1.836409032
820	1.836269558
821	1.836066515
822	1.835864026
823	1.835759593
824	1.835549702
825	1.835368759
826	1.835272364
827	1.835094079
828	1.834886847
829	1.834583503
830	1.834324148
831	1.834094485
832	1.83390028
833	1.833689094
834	1.833584522
835	1.833346879
836	1.833150709
837	1.83293908
838	1.832817375
839	1.832626375
840	1.832486421
841	1.832276782
842	1.832023946
843	1.831867975
844	1.831693594
845	1.831537708
846	1.831344346
847	1.831207286
848	1.831042365
849	1.830823609
850	1.830600655
851	1.830463059
852	1.830299372
853	1.830136378
854	1.829934983
855	1.829725061
856	1.829449931
857	1.829269728
858	1.829047496
859	1.828931042
860	1.828821345
861	1.828638719
862	1.828547055
863	1.828304675
864	1.828128691
865	1.827907862
866	1.827684876
867	1.827414467
868	1.827248155
869	1.8270976
870	1.826960574
871	1.82672713
872	1.826501413
873	1.826335128
874	1.826151112
875	1.825919683
876	1.825742352
877	1.82537911
878	1.825218341
879	1.824999199
880	1.824795831
881	1.82447511
882	1.824328447
883	1.824122022
884	1.823970152
885	1.823847643
886	1.823657224
887	1.823461826
888	1.823232488
889	1.823043564
890	1.822861594
891	1.822711681
892	1.822622772
893	1.822334899
894	1.82222252
895	1.821962744
896	1.821769255
897	1.821646508
898	1.821420482
899	1.821242025
900	1.821069886
901	1.820805364
902	1.820564304
903	1.820381583
904	1.820259856
905	1.82012846
906	1.81990603
907	1.819781573
908	1.819661594
909	1.819494965
910	1.819163394
911	1.818940158
912	1.818667215
913	1.818463498
914	1.818183259
915	1.81798142
916	1.817838349
917	1.817549318
918	1.817329192
919	1.81714497
920	1.81695467
921	1.816795884
922	1.81660031
923	1.816399943
924	1.816148308
925	1.815890514
926	1.815748964
927	1.815591086
928	1.815439741
929	1.815126603
930	1.815036526
931	1.814887125
932	1.814707622
933	1.814516703
934	1.814363439
935	1.814209518
936	1.814001875
937	1.813836603
938	1.813681577
939	1.813537651
940	1.813320487
941	1.813154594
942	1.812986527
943	1.812738911
944	1.812537207
945	1.81227183
946	1.812175274
947	1.812018607
948	1.811832463
949	1.811596015
950	1.811423955
951	1.811297995
952	1.811041106
953	1.810820617
954	1.810665158
955	1.810528754
956	1.810332439
957	1.810145699
958	1.8099483
959	1.80972016
960	1.809484682
961	1.809331405
962	1.809186256
963	1.809007986
964	1.808892425
965	1.808801138
966	1.808635033
967	1.808427978
968	1.808202931
969	1.807988928
970	1.807768723
971	1.807512256
972	1.807367863
973	1.80714274
974	1.806907738
975	1.806745483
976	1.806530588
977	1.806311376
978	1.806162777
979	1.805944343
980	1.805794044
981	1.805630682
982	1.805517498
983	1.805352175
984	1.80519887
985	1.80495598
986	1.804731935
987	1.804505288
988	1.804288354
989	1.804152186
990	1.803914431
991	1.80376559
992	1.803612068
993	1.803399252
994	1.803253605
995	1.803023148
996	1.802835303
997	1.802589215
998	1.802307645
999	1.802172806
